dr_number,date_reported,date_occurred,time_occurred,area_id,area_name,reporting_district,crime_code,crime_code_description,mo_codes,victim_age,victim_sex,victim_descent,lat,lon,status_description,premise_description
121419057,2012-07-28,2012-07-27,1900,14,Pacific,1459,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),1300 0344,47,F,B,33.9994,-118.407,Invest Cont,STREET
102104378,2010-01-07,2010-01-07,1600,21,Topanga,2143,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 1300,62,M,B,34.1865,-118.6256,Invest Cont,MARKET
141221320,2014-09-26,2014-09-25,1800,12,77th Street,1263,310,BURGLARY,0321 0344 0352 1601,41,M,H,33.9664,-118.3046,Invest Cont,SINGLE FAMILY DWELLING
160515376,2016-09-04,2016-09-04,2100,5,Harbor,563,901,VIOLATION OF RESTRAINING ORDER,1501 0913,52,F,W,33.7352,-118.2946,Adult Arrest,STREET
161820115,2016-10-25,2016-10-24,2250,18,Southeast,1824,210,ROBBERY,0344,29,M,H,33.9433,-118.2541,Invest Cont,STREET
121705447,2012-01-29,2012-01-28,2200,17,Devonshire,1727,946,OTHER MISCELLANEOUS CRIME,0416 0417 0448 1259 0906 0342 0429,16,F,W,34.2706,-118.5512,Juv Arrest,SINGLE FAMILY DWELLING
141804491,2014-01-11,2014-01-11,1930,18,Southeast,1841,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0561 0443 0906 0602,30,F,B,33.9382,-118.2869,Adult Other,SINGLE FAMILY DWELLING
140909705,2014-04-28,2014-04-24,900,9,Van Nuys,914,354,THEFT OF IDENTITY,0928 1822,26,M,H,34.196,-118.4575,Invest Cont,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
110604322,2011-01-06,2011-01-06,1,6,Hollywood,678,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,37,M,H,34.0836,-118.3005,Invest Cont,"VEHICLE, PASSENGER/TRUCK"
102020847,2010-09-23,2010-09-23,900,20,Olympic,2022,210,ROBBERY,0104 0346 0344 0354 0377 0431 1017 0917,46,F,H,34.0635,-118.3097,Adult Other,OTHER BUSINESS
101808598,2010-03-21,2010-03-21,1530,18,Southeast,1801,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,36,M,H,33.9601,-118.2881,Adult Arrest,OTHER BUSINESS
100327889,2010-12-12,2010-12-11,1335,3,Southwest,353,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0342 0416 0913 0914 1402,20,F,B,34.02,-118.3403,Adult Other,SINGLE FAMILY DWELLING
101906519,2010-02-09,2010-02-07,1600,19,Mission,1963,330,BURGLARY FROM VEHICLE,0344 1202,66,F,B,34.244,-118.4502,Invest Cont,PARKING LOT
161720871,2016-12-09,2016-12-09,1615,17,Devonshire,1793,888,TRESPASSING,1501 1816 0906,NA,X,X,34.2272,-118.5471,Invest Cont,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
171811938,2017-05-22,2017-05-22,1100,18,Southeast,1827,310,BURGLARY,1822 0358,23,F,H,33.9519,-118.2408,Invest Cont,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
111924332,2011-12-05,2011-12-02,1100,19,Mission,1959,354,THEFT OF IDENTITY,0377,34,M,H,34.2557,-118.439,Invest Cont,SINGLE FAMILY DWELLING
121800832,2012-04-28,2012-04-27,1500,18,Southeast,1801,649,DOCUMENT FORGERY / STOLEN FELONY,0924 1822,30,F,H,33.96,-118.2915,Invest Cont,OTHER BUSINESS
160320044,2016-08-30,2016-08-29,1900,3,Southwest,351,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,66,M,B,34.023,-118.351,Invest Cont,PARK/PLAYGROUND
160815016,2016-08-26,2016-08-26,1,8,West LA,835,310,BURGLARY,1607 0344,NA,X,X,34.0468,-118.441,Invest Cont,NA
140506224,2014-02-24,2014-02-24,2000,5,Harbor,529,624,BATTERY - SIMPLE ASSAULT,0429 0432 0444 0601 0913 1804,60,M,W,33.776,-118.2556,Adult Other,YARD (RESIDENTIAL/BUSINESS)
111426845,2011-09-18,2011-09-18,1800,14,Pacific,1431,625,OTHER ASSAULT,1402 1501,23,M,W,33.9852,-118.4718,Adult Arrest,STREET
142020875,2014-12-15,2014-12-15,105,20,Olympic,2036,320,"BURGLARY, ATTEMPTED",0319 0216 0358,43,M,H,34.0598,-118.2941,Invest Cont,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
100301780,2010-11-20,2010-11-20,1300,3,Southwest,392,624,BATTERY - SIMPLE ASSAULT,0400 0416 0431,27,F,B,34,-118.3269,Invest Cont,SINGLE FAMILY DWELLING
150804122,2015-01-04,2015-01-01,2200,8,West LA,836,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300 0321,49,F,W,34.0528,-118.4238,Invest Cont,DRIVEWAY
150516874,2015-10-20,2015-10-20,1805,5,Harbor,564,210,ROBBERY,0104 0416 0344 1402 1309 0444 0945,36,M,H,33.7433,-118.2835,Juv Arrest,GAS STATION
111913859,2011-06-13,2011-06-12,1730,19,Mission,1936,220,ATTEMPTED ROBBERY,0359 0401,19,M,H,34.2756,-118.45,Invest Cont,BUS STOP
151709057,2015-04-16,2015-04-16,1530,17,Devonshire,1764,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344,47,M,O,34.244,-118.5583,Invest Cont,PARKING LOT
171317000,2017-07-24,2017-07-23,1700,13,Newton,1331,310,BURGLARY,0329 0358,48,M,A,34.021,-118.2712,Adult Other,WAREHOUSE
151223828,2015-10-19,2015-10-18,1500,12,77th Street,1283,310,BURGLARY,0321 0344 1202 1607,84,F,B,33.9527,-118.3057,Adult Arrest,SINGLE FAMILY DWELLING
161009398,2016-05-05,2016-05-05,1830,10,West Valley,1075,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0104 2004,NA,M,W,34.1629,-118.5202,Invest Cont,OTHER STORE
121712425,2012-06-07,2012-05-25,800,17,Devonshire,1792,354,THEFT OF IDENTITY,0377 0928 1822,55,M,H,34.2203,-118.5667,Invest Cont,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
131907177,2013-02-13,2013-02-13,2140,19,Mission,1977,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,62,F,H,34.235,-118.4213,Invest Cont,SINGLE FAMILY DWELLING
152000614,2015-05-23,2015-05-23,655,20,Olympic,2029,310,BURGLARY,0913 0602 0344 0360 1402,46,F,H,34.0637,-118.2857,Adult Other,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
101224169,2010-09-21,2010-09-20,2145,12,77th Street,1205,946,OTHER MISCELLANEOUS CRIME,0400 1251 1259 2000,16,F,H,33.9978,-118.2959,Invest Cont,SINGLE FAMILY DWELLING
121011570,2012-06-08,2012-06-06,1800,10,West Valley,1019,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,NA,M,W,34.2139,-118.475,Invest Cont,AUTO REPAIR SHOP
161012712,2016-07-15,2016-07-14,2300,10,West Valley,1012,626,INTIMATE PARTNER - SIMPLE ASSAULT,1813 2000 0419 0416 1240 1414 1814,27,F,H,34.2075,-118.5411,Adult Arrest,STREET
150810600,2015-06-08,2015-06-08,1200,8,West LA,839,330,BURGLARY FROM VEHICLE,0344 1300,53,F,H,34.0565,-118.4191,Invest Cont,PARKING UNDERGROUND/BUILDING
131015989,2013-10-07,2013-10-03,1500,10,West Valley,1027,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344 1300 1602 0385,74,M,W,34.1975,-118.5088,Invest Cont,STREET
110412525,2011-07-30,2011-07-29,2200,4,Hollenbeck,469,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1307,28,F,H,34.0346,-118.1941,Invest Cont,STREET
150323701,2015-10-31,2015-10-24,1400,3,Southwest,312,354,THEFT OF IDENTITY,1202 0930,61,F,B,34.0281,-118.357,Invest Cont,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
110600632,2011-03-14,2011-03-14,1600,6,Hollywood,676,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416,16,F,H,34.0853,-118.3222,Invest Cont,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
160125796,2016-10-22,2016-10-21,1950,1,Central,153,510,VEHICLE - STOLEN,NA,15,NA,NA,34.0467,-118.252,Invest Cont,STREET
131204679,2013-01-11,2013-01-11,1230,12,77th Street,1218,350,"THEFT, PERSON",0344 1822,17,F,H,33.9905,-118.2871,Invest Cont,SIDEWALK
110713323,2011-08-09,2011-08-09,30,7,Wilshire,706,664,"BUNCO, PETTY THEFT",0701,30,F,W,34.0835,-118.3397,Invest Cont,STREET
101613424,2010-07-04,2010-07-04,1245,16,Foothill,1685,210,ROBBERY,0344 0416 0429 1258,12,M,H,34.2243,-118.3854,Invest Cont,SIDEWALK
150114430,2015-06-10,2015-06-09,1500,1,Central,151,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,37,F,W,34.0511,-118.2597,Invest Cont,SIDEWALK
170311400,2017-04-22,2017-04-22,1600,3,Southwest,378,440,THEFT PLAIN - PETTY ($950 & UNDER),NA,29,F,W,34.0146,-118.2872,Invest Cont,MUSEUM
120408366,2012-04-12,2012-04-11,2000,4,Hollenbeck,428,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,59,F,H,34.083,-118.1678,Invest Cont,STREET
150901249,2015-08-23,2015-08-23,1400,9,Van Nuys,943,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 1243 2000,34,F,W,34.1776,-118.4422,Adult Other,SINGLE FAMILY DWELLING
111810260,2011-04-20,2011-04-19,1300,18,Southeast,1802,310,BURGLARY,0344 0358 1607,28,F,B,33.9572,-118.2761,Invest Cont,SINGLE FAMILY DWELLING
151807608,2015-03-17,2015-03-17,1200,18,Southeast,1862,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0302 0906 0371,27,M,B,33.9265,-118.2695,Invest Cont,SIDEWALK
161208523,2016-03-05,2016-03-04,2350,12,77th Street,1205,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0914 0416 0429 0421 1309,21,F,B,33.9969,-118.3034,Invest Cont,STREET
121518440,2012-09-16,2012-09-16,138,15,N Hollywood,1527,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1814 0443,30,F,W,34.1852,-118.3703,Adult Arrest,SINGLE FAMILY DWELLING
120805352,2012-02-01,2012-02-01,930,8,West LA,881,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0377,28,F,W,34.0324,-118.4537,Invest Cont,OFFICE BUILDING/OFFICE
140319212,2014-09-08,2014-09-07,1200,3,Southwest,375,624,BATTERY - SIMPLE ASSAULT,0400 0408 0419 0913,25,F,B,34.0109,-118.3136,Invest Cont,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
120708176,2012-04-05,2012-04-04,1200,7,Wilshire,711,320,"BURGLARY, ATTEMPTED",0329,11,M,W,34.0784,-118.3766,Invest Cont,DEPARTMENT STORE
140321786,2014-10-16,2014-10-15,1645,3,Southwest,363,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,21,F,B,34.016,-118.3351,Invest Cont,MARKET
120904661,2012-01-14,2012-01-04,2015,9,Van Nuys,984,354,THEFT OF IDENTITY,0100 1822 0929,61,M,W,34.1491,-118.4491,Invest Cont,GAS STATION
161015378,2016-09-11,2016-09-11,1800,10,West Valley,1023,510,VEHICLE - STOLEN,NA,15,NA,NA,34.189,-118.5492,Adult Other,STREET
121212845,2012-05-09,2011-11-01,1745,12,77th Street,1211,815,SEXUAL PENTRATION WITH A FOREIGN OBJECT,0500 0522 1259 0515 0913 1251,17,F,B,33.994,-118.3308,Adult Other,TATTOO PARLOR*
120409569,2012-05-11,2011-01-11,1200,4,Hollenbeck,464,354,THEFT OF IDENTITY,0377 0100,43,M,H,34.0421,-118.2125,Invest Cont,SINGLE FAMILY DWELLING
110915692,2011-08-01,2010-06-01,600,9,Van Nuys,933,354,THEFT OF IDENTITY,1202 1822,70,F,H,34.1857,-118.4509,Invest Cont,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
111812554,2011-05-29,2011-05-29,1550,18,Southeast,1834,624,BATTERY - SIMPLE ASSAULT,0400 0416,20,M,H,33.9383,-118.263,Adult Arrest,SINGLE FAMILY DWELLING
131114827,2013-07-27,2013-07-26,1500,11,Northeast,1149,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0344,NA,M,O,34.1075,-118.197,Invest Cont,CLOTHING STORE
171218141,2017-07-14,2017-07-14,1100,12,77th Street,1273,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1310 0342 1822 1100 0302 0450 1270 0906,30,M,B,33.9591,-118.3112,Invest Cont,STREET
162018287,2016-10-17,2016-10-15,1700,20,Olympic,2024,510,VEHICLE - STOLEN,NA,15,NA,NA,34.0636,-118.3016,Invest Cont,STREET
130306050,2013-02-03,2013-02-03,1720,3,Southwest,397,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0104 0325,25,M,H,34.0055,-118.2915,Adult Arrest,OTHER BUSINESS
151715224,2015-08-29,2015-08-28,1200,17,Devonshire,1723,354,THEFT OF IDENTITY,1822 0928,45,M,W,34.2594,-118.582,Invest Cont,SINGLE FAMILY DWELLING
151219268,2015-08-13,2015-08-13,335,12,77th Street,1283,310,BURGLARY,0344 1402 1251 1607,19,M,B,33.9487,-118.3079,Adult Arrest,SINGLE FAMILY DWELLING
100116017,2010-08-24,2010-08-23,2330,1,Central,139,510,VEHICLE - STOLEN,NA,NA,NA,NA,34.0455,-118.2381,Invest Cont,STREET
150519111,2015-12-06,2015-12-04,2300,5,Harbor,555,330,BURGLARY FROM VEHICLE,0344 1300 0377,38,M,B,33.7503,-118.2945,Invest Cont,STREET
120505868,2012-02-03,2012-01-10,1300,5,Harbor,507,649,DOCUMENT FORGERY / STOLEN FELONY,0925 1804,23,M,O,33.8213,-118.3051,Invest Cont,SINGLE FAMILY DWELLING
141223854,2014-11-01,2014-10-31,1500,12,77th Street,1253,310,BURGLARY,1236 0321 1602 0352,47,F,B,33.9728,-118.309,Invest Cont,SINGLE FAMILY DWELLING
101506497,2010-02-10,2010-02-09,1915,15,N Hollywood,1513,354,THEFT OF IDENTITY,0930 1822,NA,M,W,34.2012,-118.4073,Invest Cont,OTHER BUSINESS
130801097,2013-06-12,2013-06-12,840,8,West LA,889,310,BURGLARY,0321 0344 0444 1601,16,M,A,34.0442,-118.3827,Invest Cont,SINGLE FAMILY DWELLING
141813253,2014-07-01,2014-06-30,2130,18,Southeast,1849,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,42,F,B,33.9297,-118.2335,Invest Cont,STREET
101114197,2010-06-14,2010-06-13,1900,11,Northeast,1139,510,VEHICLE - STOLEN,NA,NA,NA,NA,34.1127,-118.1842,Invest Cont,STREET
151906380,2015-02-16,2015-02-13,1200,19,Mission,1964,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,41,M,H,34.2414,-118.4502,Invest Cont,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
100512000,2010-06-01,2010-06-01,1330,5,Harbor,519,510,VEHICLE - STOLEN,NA,NA,NA,NA,33.7999,-118.2509,Invest Cont,PARKING LOT
120221119,2012-11-09,2012-11-09,1450,2,Rampart,266,210,ROBBERY,0417 0419 0344 0448,21,F,H,34.0529,-118.2733,Adult Other,SIDEWALK
100711612,2010-06-23,2010-06-23,1000,7,Wilshire,779,441,THEFT PLAIN - ATTEMPT,0344 1501,35,F,B,34.0418,-118.3213,Invest Cont,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
122007700,2012-03-10,2012-03-10,845,20,Olympic,2042,210,ROBBERY,0344 0346 0416 0432 1402 0378 0440,29,M,H,34.0581,-118.3112,Adult Arrest,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
131413701,2013-05-19,2013-05-11,1200,14,Pacific,1464,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,37,M,W,33.9732,-118.4225,Invest Cont,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
140409886,2014-06-02,2014-06-02,700,4,Hollenbeck,407,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,NA,X,X,34.0907,-118.188,Invest Cont,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
141506450,2014-02-17,2014-02-17,150,15,N Hollywood,1505,520,VEHICLE - ATTEMPT STOLEN,1402 1300,13,M,O,34.2067,-118.3878,Adult Arrest,PARKING LOT
111007389,2011-03-10,2011-03-08,1630,10,West Valley,1067,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,37,F,O,34.1671,-118.5011,Invest Cont,MEDICAL/DENTAL OFFICES
100923273,2010-12-18,2010-12-18,2315,9,Van Nuys,948,624,BATTERY - SIMPLE ASSAULT,0400 2000,47,M,W,34.174,-118.429,Invest Cont,SINGLE FAMILY DWELLING
121510881,2012-05-01,2012-04-30,1600,15,N Hollywood,1585,410,"BURGLARY FROM VEHICLE, ATTEMPTED",1609 1307 0321,43,M,W,34.1414,-118.3686,Invest Cont,GARAGE/CARPORT
131504304,2013-01-07,2013-01-02,2045,15,N Hollywood,1591,440,THEFT PLAIN - PETTY ($950 & UNDER),1420 0325,12,M,W,34.1436,-118.3953,Invest Cont,DRUG STORE
121428057,2012-11-21,2012-11-21,1350,14,Pacific,1412,350,"THEFT, PERSON",0344,14,F,W,33.9869,-118.4736,Invest Cont,PARK/PLAYGROUND
161916516,2016-08-14,2016-08-13,1800,19,Mission,1954,510,VEHICLE - STOLEN,NA,15,NA,NA,34.2573,-118.463,Invest Cont,STREET
111916793,2011-08-01,2011-07-31,315,19,Mission,1998,320,"BURGLARY, ATTEMPTED",1609,41,F,W,34.2143,-118.4362,Invest Cont,SINGLE FAMILY DWELLING
152118407,2015-11-07,2015-11-07,1800,21,Topanga,2156,440,THEFT PLAIN - PETTY ($950 & UNDER),1202 0344 0377,93,F,W,34.185,-118.6059,Invest Cont,RESTAURANT/FAST FOOD
162018869,2016-10-28,2016-10-28,615,20,Olympic,2001,210,ROBBERY,0344 0354 0355 0432 0916 1304 1312 1313 1317 1202,60,F,O,34.0803,-118.3157,Invest Cont,STREET
160218218,2016-10-03,2016-10-03,137,2,Rampart,211,310,BURGLARY,0344,15,X,X,34.0812,-118.2953,Invest Cont,PUBLIC STORAGE
111315891,2011-07-03,2011-07-03,1315,13,Newton,1367,510,VEHICLE - STOLEN,NA,10,NA,NA,33.9994,-118.2435,Invest Cont,STREET
140215892,2014-08-15,2014-08-15,1920,2,Rampart,275,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1822 0311,13,M,W,34.0503,-118.2765,Invest Cont,"VEHICLE, PASSENGER/TRUCK"
110215313,2011-08-09,2011-08-09,320,2,Rampart,204,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1307,49,F,W,34.0925,-118.2805,Invest Cont,OTHER BUSINESS
120519274,2012-11-14,2012-11-13,1700,5,Harbor,503,330,BURGLARY FROM VEHICLE,1300 0358 1607 0321 0344,44,M,O,33.7913,-118.2837,Invest Cont,PARKING LOT
160411489,2016-06-21,2016-06-21,2200,4,Hollenbeck,469,410,"BURGLARY FROM VEHICLE, ATTEMPTED",1307 1302,36,M,H,34.038,-118.1945,Invest Cont,STREET
100220427,2010-11-04,2010-11-04,1730,2,Rampart,236,350,"THEFT, PERSON",0305 0319 0344 0346 1822,15,F,H,34.0632,-118.2693,Invest Cont,SIDEWALK
162113601,2016-07-24,2016-07-23,1900,21,Topanga,2198,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,55,F,W,34.1467,-118.6054,Invest Cont,DRIVEWAY
101421167,2010-09-20,2010-09-19,100,14,Pacific,1406,510,VEHICLE - STOLEN,NA,NA,NA,NA,34.0286,-118.4118,Invest Cont,STREET
141901073,2014-09-08,2014-09-06,1000,19,Mission,1983,121,"RAPE, FORCIBLE",0360 0413 0501 0503 0509 1817 1402 0527 1501 0558,25,F,H,34.2247,-118.4655,Adult Arrest,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
151423478,2015-09-02,2015-09-01,2100,14,Pacific,1428,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",1402 0329,60,M,W,34.0265,-118.4184,Adult Other,PARKING LOT
101225110,2010-10-03,2010-10-02,2340,12,77th Street,1215,437,RESISTING ARREST,0319 0342 0416 0429 1212 1402 1822,41,M,B,33.9924,-118.3024,Invest Cont,YARD (RESIDENTIAL/BUSINESS)
100318129,2010-07-21,2010-07-20,2200,3,Southwest,374,510,VEHICLE - STOLEN,NA,NA,NA,NA,34.0146,-118.3193,Invest Cont,STREET
161009667,2016-05-11,2016-05-11,1030,10,West Valley,1091,310,BURGLARY,0344 1609 0352 0321 1202,69,F,W,34.1407,-118.5653,Invest Cont,SINGLE FAMILY DWELLING
132014922,2013-08-19,2013-08-19,800,20,Olympic,2038,624,BATTERY - SIMPLE ASSAULT,2000 0416 1821 0913 1309 0446 1813 0602 0340 0354,22,F,W,34.0587,-118.2891,Adult Other,STREET
121224685,2012-10-27,2012-10-27,1000,12,77th Street,1268,330,BURGLARY FROM VEHICLE,0358 1609 1302 0325 1307 0344,47,M,H,33.9619,-118.2739,Invest Cont,SINGLE FAMILY DWELLING
151616069,2015-11-16,2015-11-15,1900,16,Foothill,1611,510,VEHICLE - STOLEN,NA,14,NA,NA,34.2837,-118.4252,Invest Cont,STREET
170614829,2017-07-01,2017-06-30,1920,6,Hollywood,679,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0416,23,M,H,34.0885,-118.3033,Invest Cont,STREET
161430299,2016-12-28,2016-12-27,2026,14,Pacific,1494,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,25,M,O,33.9428,-118.4054,Adult Arrest,TRANSPORTATION FACILITY (AIRPORT)
110414928,2011-09-28,2011-09-28,1600,4,Hollenbeck,467,624,BATTERY - SIMPLE ASSAULT,0342 0448 0906 1251 1259 1309 1313 1312,16,M,H,34.0412,-118.2065,Invest Cont,STREET
141008426,2014-04-14,2014-04-09,1100,10,West Valley,1094,354,THEFT OF IDENTITY,1822,26,M,O,34.1564,-118.5281,Invest Cont,SINGLE FAMILY DWELLING
111520057,2011-11-01,2011-10-31,2230,15,N Hollywood,1501,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,31,M,W,34.2159,-118.4207,Invest Cont,"VEHICLE, PASSENGER/TRUCK"
140711269,2014-07-11,2014-07-11,450,7,Wilshire,734,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,54,M,W,34.0673,-118.3525,Invest Cont,PARKING LOT
151604746,2015-01-20,2014-12-16,1700,16,Foothill,1675,624,BATTERY - SIMPLE ASSAULT,0416 1259 0419 0417 0445 0559,15,F,H,34.2239,-118.3678,Adult Other,YARD (RESIDENTIAL/BUSINESS)
130613187,2013-05-09,2013-05-09,730,6,Hollywood,668,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,16,F,H,34.0928,-118.3109,Adult Other,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
101904520,2010-01-08,2010-01-07,1945,19,Mission,1972,330,BURGLARY FROM VEHICLE,0344,46,F,H,34.2319,-118.4633,Invest Cont,GARAGE/CARPORT
131515455,2013-08-01,2013-08-01,100,15,N Hollywood,1547,626,INTIMATE PARTNER - SIMPLE ASSAULT,0419 0400 2000,24,F,H,34.1697,-118.3822,Adult Other,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
151816163,2015-08-25,2015-08-25,1125,18,Southeast,1824,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1300 1309 0400 0416 0444,58,F,B,33.9493,-118.2652,Invest Cont,STREET
141318189,2014-09-16,2014-09-14,1730,13,Newton,1367,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,34,M,H,33.9939,-118.2478,Invest Cont,PARK/PLAYGROUND
121909190,2012-03-28,2010-03-26,1300,19,Mission,1985,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)0060,1258 1820 1817 0437 0514 0519 0545 0536,NA,M,H,34.2299,-118.4516,Invest Cont,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
161415503,2016-06-03,2016-06-01,1600,14,Pacific,1416,310,BURGLARY,0344 1267,46,M,W,34.0122,-118.447,Invest Cont,CONSTRUCTION SITE
100806339,2010-02-23,2010-02-17,1800,8,West LA,817,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,NA,F,W,34.0596,-118.4446,Invest Cont,RESTAURANT/FAST FOOD
131506332,2013-02-15,2013-02-15,5,15,N Hollywood,1548,330,BURGLARY FROM VEHICLE,1609 1307 0344 0377,23,F,H,34.167,-118.3774,Invest Cont,STREET
111109788,2011-04-22,2011-04-21,2300,11,Northeast,1161,510,VEHICLE - STOLEN,NA,10,NA,NA,34.0954,-118.2972,Invest Cont,STREET
171916275,2017-08-09,2017-08-09,1700,19,Mission,1985,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0397,35,M,O,34.2232,-118.4488,Invest Cont,SIDEWALK
172114515,2017-07-29,2017-07-29,1200,21,Topanga,2156,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344 0377,72,F,O,34.1905,-118.6059,Invest Cont,DEPARTMENT STORE
120817835,2012-12-01,2012-11-30,2315,8,West LA,827,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1300,28,F,O,34.0559,-118.4636,Invest Cont,"VEHICLE, PASSENGER/TRUCK"
131225170,2013-11-17,2013-11-14,2254,12,77th Street,1203,648,ARSON,NA,70,M,B,33.998,-118.3089,Invest Cont,SINGLE FAMILY DWELLING
151911373,2015-05-17,2015-05-16,1130,19,Mission,1918,440,THEFT PLAIN - PETTY ($950 & UNDER),1202 0344 0377,68,F,W,34.3086,-118.4317,Invest Cont,MARKET
131015612,2013-09-27,2013-05-21,1,10,West Valley,1067,354,THEFT OF IDENTITY,0377,38,F,W,34.1686,-118.5186,Invest Cont,SINGLE FAMILY DWELLING
130501250,2013-10-11,2013-10-11,2030,5,Harbor,508,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",1300 0329 0311,43,M,H,33.8143,-118.3032,Invest Cont,DRIVEWAY
101820195,2010-10-07,2010-10-07,1900,18,Southeast,1862,626,INTIMATE PARTNER - SIMPLE ASSAULT,0419 0444,23,F,H,33.9247,-118.2739,Adult Arrest,SINGLE FAMILY DWELLING
110506172,2011-02-12,2011-02-12,1640,5,Harbor,561,624,BATTERY - SIMPLE ASSAULT,0432 0444 0561 1202,63,F,W,33.7361,-118.3097,Adult Other,SINGLE FAMILY DWELLING
161417151,2016-06-24,2016-06-23,1430,14,Pacific,1483,330,BURGLARY FROM VEHICLE,0344 1300,71,M,W,33.9577,-118.4366,Invest Cont,PARKING LOT
